id,service_provider,activity,well_name,template_id,split,heldout_provider,heldout_activity
7537,BakerHughes,slide drill,KG 88H,baker_hughes_slide_drilling_v1,train,0,0
7538,BKR,circulating,WELL-BH-58A,baker_hughes_circulating_v1,val,0,0
7539,Hal,rotary drilling,WELL-BH-84ST1,halliburton_rotary_drilling_v1,train,0,0
7540,Halliburton Co,Sliding,bh-17,halliburton_slide_drilling_v1,train,0,0
7541,Hal,pull out of hole,kg-4,halliburton_trip_out_v1,train,0,0
7542,Halliburtjn Co,ROTARY DRILL,MB47,halliburton_rotary_drilling_v1,train,0,0
7543,  BKR ,tripping out,WELL-AR-10H,baker_hughes_trip_out_v1,val,0,0
7544,Baker Hughes,  rotary  drill ,KG 28ST1,baker_hughes_rotary_drilling_v1,val,0,0
7545,SLB,circluation,WELL-AR-65H,slb_circulating_v2,train,0,0
7546,BKR,trip in,BH93,baker_hughes_trip_in_v1,val,0,0
7547,Baker Hughse Co,TRIIPPING IN,WELL-KG-88H,baker_hughes_trip_in_v1,train,0,0
7548,schlumberger,SLIDE DRLG,NS36ST1,slb_slide_drilling_v1,train,0,0
7549,baker hughes,Rotary Drlg,AR68H,baker_hughes_rotary_drilling_v2,train,0,0
7550,BKR,circulate,AR 65H,baker_hughes_circulating_v2,train,0,0
7551,SLB Ltd,Rbtary Drilling,AR-71ST1,slb_rotary_drilling_v2,val,0,0
7552,Schlumberger,trip-otu,BH42,slb_trip_out_v1,val,0,0
7553,halliburton intl,rot. drilling,NS25ST1,halliburton_rotary_drilling_v2,test,1,0
7554,SLB LTD,Circulating,NS-49,slb_circulating_v2,train,0,0
7555,SLB,SLIDE DRILLING,BH-058A,slb_slide_drilling_v1,val,0,0
7556,Hal,  tih ,NS-060A,halliburton_trip_in_v1,train,0,0
7557,Halliburton,RIH,mb-8ST1,halliburton_trip_in_v1,train,0,0
7558,Schlumberger,circ,MB-41,slb_circulating_v1,train,0,0
7559,Bkr,directional slide,KG7,baker_hughes_slide_drilling_v1,test,0,1
7560,bakerhughes,TIH,MB-006ST1,baker_hughes_trip_in_v1,train,0,0
7561,HAL,Rot.D Rilling,WELL-AR-39H,halliburton_rotary_drilling_v2,train,0,0
7562,HALLIBURTON,ROT DRILL,MB85ST1,halliburton_rotary_drilling_v1,val,0,0
7563,Scslumberger,circ.,WELL-AR-18,slb_circulating_v2,test,0,0
7564,BAKER HUGHES,DRILLING - ROTARY,WELL-AR-73H,baker_hughes_rotary_drilling_v2,train,0,0
7565,Schlumberger Ltd,rot. drilling,BH 63ST1,slb_rotary_drilling_v1,train,0,0
7566,hal,  RIH ,AR-071ST1,halliburton_trip_in_v1,val,0,0
7567,bkr,POHO,bh-15,baker_hughes_trip_out_v1,train,0,0
7568,HAL,PULL OUT OF HOLE,BH-55A,halliburton_trip_out_v1,val,0,0
7569,schlumberger ltd,circulating,WELL-BH-89ST1,slb_circulating_v1,train,0,0
7570,Baker Hughes Co,hole circulation,KG82,baker_hughes_circulating_v1,train,0,0
7571,BAKER HUGHES,slide drilling,MB 51A,baker_hughes_slide_drilling_v1,train,0,0
7572,BakerHughes,cicrulate,WELL-MB-41,baker_hughes_circulating_v1,train,0,0
7573,BakerHughes,rotary drill,KG-049,baker_hughes_rotary_drilling_v1,train,0,0
7574,SLB Ltd,CIRC.,NS 60A,slb_circulating_v2,train,0,0
7575,Baker Hughes Company,pulling out of hole,mb-95A,baker_hughes_trip_out_v1,test,1,0
7576,Hallibuton Corp,tooh,AR-18,halliburton_trip_out_v1,test,1,0
7577,slb lttd,slide drill,BH17,slb_slide_drilling_v1,train,0,0
7578,  Halliburton  Co ,cicrulate,NS-28ST1,halliburton_circulating_v2,test,0,0
7579,BKR,Drilling - Rotary,ns-18H,baker_hughes_rotary_drilling_v2,train,0,0
7580,Halliburton Energy Services,pull out of hole,AR-097,halliburton_trip_out_v1,train,0,0
7581,Baker Hughes,hole circulation,NS-062,baker_hughes_circulating_v2,train,0,0
7582,SLB LTD,CIRC,WELL-AR-37,slb_circulating_v2,train,0,0
7583,HAL,  sldding ,WELL-BH-42,halliburton_slide_drilling_v1,val,0,0
7584,SLB Ltd,TRIP-OUT,WELL-KG-96A,slb_trip_out_v1,train,0,0
7585,Halliburton Co,sliding  mode drilling,NS-19H,halliburton_slide_drilling_v1,train,0,0
7586,Baker Hughes Co,circulating,mb-34ST1,baker_hughes_circulating_v1,val,0,0
7587,Halliburton,drilling - rotaky,BH 36,halliburton_rotary_drilling_v1,train,0,0
7588,Baker Hughes Co,TOOH,MB 52,baker_hughes_trip_out_v1,train,0,0
7589,  SLB  Ltd ,directional slide,AR-032ST1,slb_slide_drilling_v1,test,0,1
7590,schlumberger ltd,CIIRC,ns-69ST1,slb_circulating_v2,train,0,0
7591,HAL,running in hole,AR-096,halliburton_trip_in_v1,train,0,0
7592,  HAL ,  RIH ,MB19H,halliburton_trip_in_v1,train,0,0
7593,  SLB  Ltd ,hoe circulation,NS-19H,slb_circulating_v2,train,0,0
7594,HALLIBURTON ENERGY SERVICES,sliding mode drilling,AR-084,halliburton_slide_drilling_v1,train,0,0
7595,Baker Hughes,  circulate ,ar-41A,baker_hughes_circulating_v2,val,0,0
7596,Baker Hughes Company,TRIP IN,MB 59,baker_hughes_trip_in_v1,test,1,0
7597,Halliburton Co,  SLIDING ,KG71,halliburton_slide_drilling_v1,train,0,0
7598,BakerHughes,rot. drilling,MB-51A,baker_hughes_rotary_drilling_v1,train,0,0
7599,schlumberger limited,sliding moe drilling,BH-011,slb_slide_drilling_v1,test,1,0
7600,SLB Ltd,rotary drlg,BH28A,slb_rotary_drilling_v1,train,0,0
7601,SLB,TIH,BH 67A,slb_trip_in_v1,train,0,0
7602,Haalliburton Co,  circblate ,kg-49,halliburton_circulating_v1,train,0,0
7603,Hallibburton,Rih,WELL-BH-57A,halliburton_trip_in_v1,train,0,0
7604,SLB,  ROTARY  DIRLL ,bh-68,slb_rotary_drilling_v1,train,0,0
7605,Halliburton Energy Services,PULLING OUT OF HOLE,MB49,halliburton_trip_out_v1,train,0,0
7606,baker hughes,rotary drill,AR-2,baker_hughes_rotary_drilling_v2,val,0,0
7607,Slb,trip out,BH-098,slb_trip_out_v1,train,0,0
7608,Hal,CIRCULATE,NS-022A,halliburton_circulating_v2,train,0,0
7609,slb ltd,  rotary  drill ,AR-32ST1,slb_rotary_drilling_v2,test,0,0
7610,Slb,drilling - rotary,ar-9A,slb_rotary_drilling_v2,val,0,0
7611,Schlumberger Ltd,circulation,AR 37,slb_circulating_v2,train,0,0
7612,Baker-Hughes,Circulate,MB-021,baker_hughes_circulating_v1,test,1,0
7613,Baker Hughes Co,Slide Driling,WELL-NS-34ST1,baker_hughes_slide_drilling_v1,train,0,0
7614,slb,drilling - rotary,AR74,slb_rotary_drilling_v2,val,0,0
7615,BAKERHUGHES,Rotary Drlg,NS-57,baker_hughes_rotary_drilling_v2,val,0,0
7616,  BAKXR  HUGHES ,sliding,WELL-AR-65H,baker_hughes_slide_drilling_v1,train,0,0
7617,Schlumberger Ltd,trip in,AR 80A,slb_trip_in_v1,val,0,0
7618,BAKERHUGHES,circulating,KG-54,baker_hughes_circulating_v1,train,0,0
7619,Halliburton,CIRC.,bh-9H,halliburton_circulating_v1,train,0,0
7620,SLB Intl,rotary drlg,BH 61,slb_rotary_drilling_v1,test,1,0
7621,Schlumberger Limited,tripping in,BH-073H,slb_trip_in_v1,test,1,0
7622,BKR,hole circulation,ar-93ST1,baker_hughes_circulating_v2,train,0,0
7623,Hlaliburton Energy Services,  SLIDING ,mb-78,halliburton_slide_drilling_v1,train,0,0
7624,  slb  ltd ,  tripping  in ,KG-082,slb_trip_in_v1,train,0,0
7625,SLB,drilling - rotary,NS 59ST1,slb_rotary_drilling_v2,train,0,0
7626,schlumberger ltd,ROT DRILL,NS71,slb_rotary_drilling_v2,train,0,0
7627,baker hughes co,drilling - slide,WELL-NS-95H,baker_hughes_slide_drilling_v1,train,0,0
7628,Baker Hughes,trip-in,AR 15H,baker_hughes_trip_in_v1,train,0,0
7629,Slb,Running In Hole,BH-093,slb_trip_in_v1,val,0,0
7630,Schlumberger,CMRC,BH-063ST1,slb_circulating_v1,train,0,0
7631,Halliburton Energy Services,drilling rotary,BH-57A,halliburton_rotary_drilling_v1,train,0,0
7632,BAKER HUGHES,tripping in,WELL-BH-22ST1,baker_hughes_trip_in_v1,train,0,0
7633,HAL,Circ.,ns-34ST1,halliburton_circulating_v2,train,0,0
7634,SLB Ldt,circuulate,KG 95H,slb_circulating_v1,train,0,0
7635,SLB,  trip  in hole ,MB 95A,slb_trip_in_v1,test,0,1
7636,BKR,slide drillinng,WELL-NS-28ST1,baker_hughes_slide_drilling_v1,test,0,0
7637,Schlumberger,slide drilling,ar-10H,slb_slide_drilling_v1,val,0,0
7638,Halilburton Energy Services,Pull Out Of Hole,WELL-BH-71ST1,halliburton_trip_out_v1,val,0,0
7639,  Hal ,Cirulation,AR-094,halliburton_circulating_v2,test,0,0
7640,Baker Hughes,circualte,WELL-AR-21,baker_hughes_circulating_v2,train,0,0
7641,Baker Hughes,slide drill,NS 24,baker_hughes_slide_drilling_v1,train,0,0
7642,Halliburton,rotary drlg,KG-095H,halliburton_rotary_drilling_v1,train,0,0
7643,  bakerhughes ,Tooh,NS-69ST1,baker_hughes_trip_out_v1,train,0,0
7644,HALLIBURTON ENERGY SERVCES,RIH,NS-28ST1,halliburton_trip_in_v1,test,0,0
7645,SLB Ltd,POOH,ns-50ST1,slb_trip_out_v1,train,0,0
7646,Baker Hughes Co,Rot Drill,WELL-AR-57,baker_hughes_rotary_drilling_v2,train,0,0
7647,bkr,rotary drill,NS-55,baker_hughes_rotary_drilling_v2,train,0,0
7648,SLB Ltd,rot. drilling,ns-12,slb_rotary_drilling_v2,val,0,0
7649,Halliburton,  circulation ,WELL-MB-56ST1,halliburton_circulating_v1,train,0,0
7650,Schlmuberger,hole circulation,bh-42,slb_circulating_v1,val,0,0
7651,Baker Huhges,rotary drill,NS20H,baker_hughes_rotary_drilling_v2,val,0,0
7652,Baker Hughes Co,circulating,MB64,baker_hughes_circulating_v1,train,0,0
7653,Halliburton,run in hole,NS58,halliburton_trip_in_v1,train,0,0
7654,halliburton energy services,rotary drklling,ar-17A,halliburton_rotary_drilling_v2,train,0,0
7655,Schlumberger Ltd,RIH,BH 26,slb_trip_in_v1,test,0,0
7656,Baker Hughes,slide drlg,MB-97ST1,baker_hughes_slide_drilling_v1,train,0,0
7657,  Baker  Hughes Co ,Rih,WELL-AR-70ST1,baker_hughes_trip_in_v1,train,0,0
7658,slb,rotary drilling,WELL-BH-52A,slb_rotary_drilling_v1,train,0,0
7659,  Halliburton ,TIH,BH-42,halliburton_trip_in_v1,val,0,0
7660,Halliburton,rot drill,WELL-KG-65,halliburton_rotary_drilling_v1,train,0,0
7661,schlumberger,rotary drilling,mb-81H,slb_rotary_drilling_v1,train,0,0
7662,Baker Hughes Co,circ,NS-071,baker_hughes_circulating_v2,train,0,0
7663,bakerhdghes,Running In Hole,BH-048H,baker_hughes_trip_in_v1,train,0,0
7664,halliburotn co,Rtary Drlg,KG-028ST1,halliburton_rotary_drilling_v1,val,0,0
7665,  Halilburton  Co ,tripping in,BH98,halliburton_trip_in_v1,train,0,0
7666,BKR,rotary drilling,ns-31,baker_hughes_rotary_drilling_v2,train,0,0
7667,HAL,TRIPPIDG IN,WELL-NS-55,halliburton_trip_in_v1,train,0,0
7668,BKR,cirrc,WELL-BH-36,baker_hughes_circulating_v1,train,0,0
7669,BAER HUGHES,pullout of hole,KG4,baker_hughes_trip_out_v1,train,0,0
7670,HAL,tripping out,KG 93A,halliburton_trip_out_v1,train,0,0
7671,  Halliburton  Co ,slide drill,WELL-MB-18,halliburton_slide_drilling_v1,val,0,0
7672,Slb Ltd,TRIP BUT,KG28ST1,slb_trip_out_v1,val,0,0
7673,Baer Hughes Co,rotary drill,mb-69,baker_hughes_rotary_drilling_v1,test,0,0
7674,BKR,drilling rotary,MB 18,baker_hughes_rotary_drilling_v1,val,0,0
7675,Schlumberger,rot. drilling,NS 95H,slb_rotary_drilling_v2,train,0,0
7676,Bake-Hughes,  Circulating ,MB 9H,baker_hughes_circulating_v1,test,1,0
7677,BKR,hole circulation,mb-52,baker_hughes_circulating_v1,train,0,0
7678,bakr hughes,ROT DRILL,NS-034ST1,baker_hughes_rotary_drilling_v2,train,0,0
7679,HAL,Tih,ar-13,halliburton_trip_in_v1,train,0,0
7680,  Baker  Hughes ,tip in,BH 55A,baker_hughes_trip_in_v1,val,0,0
7681,Baker-Hughes,ROTARY DRLG,NS-028ST1,baker_hughes_rotary_drilling_v2,test,1,0
7682,Hal,circulate,AR20,halliburton_circulating_v2,test,0,0
7683,Baknr Hughes,hoole circulation,AR 94,baker_hughes_circulating_v2,test,0,0
7684,Halliburton Energy Services,rot drill,BH93,halliburton_rotary_drilling_v1,val,0,0
7685,Slb Ltd,drilling rotaby,WELL-AR-19,slb_rotary_drilling_v2,train,0,0
7686,Baker Hughes Co,circulate,WELL-KG-87ST1,baker_hughes_circulating_v1,test,0,0
7687,Schlumberger,drillinng rotary,NS-19H,slb_rotary_drilling_v2,train,0,0
7688,Slb Ltd,drilling - rotary,KG 18,slb_rotary_drilling_v1,val,0,0
7689,Hal,rotary drilling,ns-24,halliburton_rotary_drilling_v2,train,0,0
7690,  Halliburton  Co ,pulling out of hole,ns-1A,halliburton_trip_out_v1,val,0,0
7691,Baker Hughes,TRFP IN,KG-062ST1,baker_hughes_trip_in_v1,train,0,0
7692,halliurton,trip out,KG-18,halliburton_trip_out_v1,val,0,0
7693,halliburton co,  Circ. ,WELL-NS-49,halliburton_circulating_v2,train,0,0
7694,Hallibuton Co,  Tripping  Out ,AR-019,halliburton_trip_out_v1,train,0,0
7695,SLB,rotary drlg,BH-008,slb_rotary_drilling_v1,train,0,0
7696,Schlumberger Ltd,CIRCULATE,BH-57A,slb_circulating_v1,train,0,0
7697,Schlvmberger,  Sliding  Mode Drilling ,NS-078,slb_slide_drilling_v1,train,0,0
7698,bkr,Drilling - Rotary,NS-032ST1,baker_hughes_rotary_drilling_v2,train,0,0
7699,Hallbiurton,cicr.,AR 84,halliburton_circulating_v2,train,0,0
7700,Schlumberger,pulling out of hole,kg-7,slb_trip_out_v1,test,0,0
7701,BakerHughes,  RIH ,AR15H,baker_hughes_trip_in_v1,train,0,0
7702,  Halliburton ,circulatioon,BH 69A,halliburton_circulating_v1,train,0,0
7703,HALLIBURTO NCO,rotating drilling,WELL-MB-4,halliburton_rotary_drilling_v1,test,0,1
7704,  SCHLUMBERGER  LTD ,trpi-in,WELL-KG-86H,slb_trip_in_v1,train,0,0
7705,Halliburton Energy Services,rot. drilling,WELL-KG-89,halliburton_rotary_drilling_v1,train,0,0
7706,  Baker  Hughes Company ,trip-out,AR32ST1,baker_hughes_trip_out_v1,test,1,0
7707,Schlumberger,trip-oout,WELL-AR-87H,slb_trip_out_v1,train,0,0
7708,Schlumberger Ltd,tirp-out,WELL-BH-69A,slb_trip_out_v1,train,0,0
7709,Bakeer Hughes,running in hole,KG 95H,baker_hughes_trip_in_v1,train,0,0
7710,HAL,circulating mmud,KG 29H,halliburton_circulating_v1,test,0,1
7711,Bakerhughes,Rt Drill,AR-093ST1,baker_hughes_rotary_drilling_v2,train,0,0
7712,BKR,tripping ni,AR-13,baker_hughes_trip_in_v1,train,0,0
7713,Baker Hughes Co,ROT DRLIL,MB-88ST1,baker_hughes_rotary_drilling_v1,val,0,0
7714,HALLIBURTON ENERGY SERVICES,  rotary  mode drillign ,ar-18,halliburton_rotary_drilling_v2,test,0,1
7715,SLB Ldt,TIH,BH 9H,slb_trip_in_v1,train,0,0
7716,HAL,circulation,BH 9H,halliburton_circulating_v1,train,0,0
7717,Halliburton Co,rotary drlg,BH-15,halliburton_rotary_drilling_v1,train,0,0
7718,Baker Hughes Co,circulating,kg-29H,baker_hughes_circulating_v1,test,0,0
7719,slb ltd,circulate,WELL-NS-37H,slb_circulating_v2,val,0,0
7720,SLB,rytary drilling,AR69H,slb_rotary_drilling_v2,train,0,0
7721,HAL,slide drill,BH 58A,halliburton_slide_drilling_v1,val,0,0
7722,HALLIBURTON,CIRC,WELL-NS-2ST1,halliburton_circulating_v2,train,0,0
7723,Halliburton Co,circulate,AR-75,halliburton_circulating_v2,train,0,0
7724,Halliburton Energy Services,CIRC,MB6ST1,halliburton_circulating_v1,train,0,0
7725,Schlumberger,crc.,MB 42A,slb_circulating_v1,val,0,0
7726,Halliburton Energy Services,circlate,kg-97ST1,halliburton_circulating_v1,train,0,0
7727,Halliburton,Drilling - Rotary,AR 85,halliburton_rotary_drilling_v2,train,0,0
7728,slb ld,Rotary Drill,BH-36,slb_rotary_drilling_v1,train,0,0
7729,Halliburton,TIH,AR 13,halliburton_trip_in_v1,train,0,0
7730,bkr,circc.,NS-7,baker_hughes_circulating_v2,train,0,0
7731,SLB,Rotary Drlg,MB-092,slb_rotary_drilling_v1,train,0,0
7732,Schlumbberger,trip ot,BH-002,slb_trip_out_v1,test,0,0
7733,Halliwurton,hole circulaion,AR10H,halliburton_circulating_v2,val,0,0
7734,  Halliburton  Energy Services ,RIH,NS-36ST1,halliburton_trip_in_v1,train,0,0
7735,HAL,Slide Drill,KG-36H,halliburton_slide_drilling_v1,train,0,0
7736,schlumberger ltd,run in hole,NS18H,slb_trip_in_v1,train,0,0
7737,bkr,rotary rdilling,AR-086H,baker_hughes_rotary_drilling_v2,val,0,0
7738,halliburton co,TIH,ns-20H,halliburton_trip_in_v1,val,0,0
7739,HAL,ROTARY DRILL,KG-062ST1,halliburton_rotary_drilling_v1,train,0,0
7740,SLB Ltd,pulling out of hole,BH28A,slb_trip_out_v1,train,0,0
7741,Baker Hughes,pull out of hole,kg-14A,baker_hughes_trip_out_v1,train,0,0
7742,Schlumberger Ltd,  running  in hole ,bh-98,slb_trip_in_v1,train,0,0
7743,Schlumberger,rotary drill,WELL-NS-62,slb_rotary_drilling_v2,train,0,0
7744,Baker Hughes Co,rotary drlg,NS78,baker_hughes_rotary_drilling_v2,train,0,0
7745,Halliburton,sliding mode drilling,BH 32,halliburton_slide_drilling_v1,train,0,0
7746,Halliburtton,  ROTARY  DRILLING ,WELL-AR-21,halliburton_rotary_drilling_v2,train,0,0
7747,HAL,drilling rotary,WELL-AR-83,halliburton_rotary_drilling_v2,train,0,0
7748,BKR,trippin gin,NS-20H,baker_hughes_trip_in_v1,val,0,0
7749,BakerHughes,drilling - rotary,AR-083,baker_hughes_rotary_drilling_v2,train,0,0
7750,SLB Intl,POOH,KG-58H,slb_trip_out_v1,test,1,0
7751,halliburton energy services,  slide  drjlling ,KG-078,halliburton_slide_drilling_v1,train,0,0
7752,Halliburton Corp,cihculate,WELL-MB-95A,halliburton_circulating_v1,test,1,0
7753,Halliburton,rotary drlg,WELL-AR-21,halliburton_rotary_drilling_v2,train,0,0
7754,Schluberger,running in hole,NS28ST1,slb_trip_in_v1,test,0,0
7755,BakerHughes,drilling - rotary,WELL-MB-96ST1,baker_hughes_rotary_drilling_v1,train,0,0
7756,Halliburton Energy Services,Hoe Circulation,NS 12,halliburton_circulating_v2,val,0,0
7757,HAL,RUNNING IN HOLE,WELL-AR-19,halliburton_trip_in_v1,train,0,0
7758,  Schlumberger  Ltd ,rotary drill,BH71ST1,slb_rotary_drilling_v1,val,0,0
7759,HAL,circulate,KG89,halliburton_circulating_v1,train,0,0
7760,Baker Hughes,circulating,NS18H,baker_hughes_circulating_v2,train,0,0
7761,Baber Hughes,rotaryzdrill,NS-018H,baker_hughes_rotary_drilling_v2,train,0,0
7762,Schlumberger,Tih,AR-14A,slb_trip_in_v1,test,0,0
7763,BAKER HUGHES CO,ROT. DRILLING,AR-37,baker_hughes_rotary_drilling_v2,train,0,0
7764,Baker Hughes,circ,BH 86A,baker_hughes_circulating_v1,train,0,0
7765,SLB Ltd,trip-in,ar-90H,slb_trip_in_v1,train,0,0
7766,Baker Hughes Co,HOLE CIRCULATION,NS-31,baker_hughes_circulating_v2,train,0,0
7767,SCHLUMBERGER LTD,Triprin,mb-56ST1,slb_trip_in_v1,train,0,0
7768,SCHLUMBERGER LTD,rotary drilling,KG-96A,slb_rotary_drilling_v1,train,0,0
7769,Baker Hughes,hole circulation,AR-93ST1,baker_hughes_circulating_v2,train,0,0
7770,SLB,drilling rotary,AR-39H,slb_rotary_drilling_v2,train,0,0
7771,Hallfburton,RT. DRILLING,bh-36,halliburton_rotary_drilling_v1,train,0,0
7772,BAERHUGHES,CIRCULATING,NS 13ST1,baker_hughes_circulating_v2,train,0,0
7773,HALLIBURTON,drilling rotary,AR-014A,halliburton_rotary_drilling_v2,test,0,0
7774,Halliburton Energy Services,  circlation ,MB-85ST1,halliburton_circulating_v1,val,0,0
7775,BakerHughes,rotary drlg,mb-35A,baker_hughes_rotary_drilling_v1,train,0,0
7776,BakerHughes,rotary drill,NS14A,baker_hughes_rotary_drilling_v2,test,0,0
7777,Halliburton,circ,AR9A,halliburton_circulating_v2,val,0,0
7778,Schlumberger Ltd,circ.,AR-97,slb_circulating_v2,train,0,0
7779,SLB LTD,RIH,BH 32,slb_trip_in_v1,train,0,0
7780,Halliburton,sliding,MB 21,halliburton_slide_drilling_v1,test,0,0
7781,BakerwHughes Co,CIIRC,MB-49,baker_hughes_circulating_v1,train,0,0
7782,Halliburton Energy Services,slide drlg,WELL-KG-14A,halliburton_slide_drilling_v1,train,0,0
7783,BAKER HUGHES,cicr.,AR-039H,baker_hughes_circulating_v2,train,0,0
7784,BKR,circulation,KG65,baker_hughes_circulating_v1,train,0,0
7785,Halliburton,circulating,WELL-AR-65H,halliburton_circulating_v2,train,0,0
7786,Baker Hughes Co,drilling rotary,AR-097,baker_hughes_rotary_drilling_v2,train,0,0
7787,Halliburton,drilling - rotary,NS-7,halliburton_rotary_drilling_v2,train,0,0
7788,Schlumberger,rotary drilling,MB82ST1,slb_rotary_drilling_v1,train,0,0
7789,bkr,TRIV-OUT,NS-063ST1,baker_hughes_trip_out_v1,train,0,0
7790,Baker Hwghes,POOH,ns-63ST1,baker_hughes_trip_out_v1,train,0,0
7791,Schlumberger Ltd,rot. drilling,BH80H,slb_rotary_drilling_v1,train,0,0
7792,schlumberger,DRILLING  ROTARY,MB-42A,slb_rotary_drilling_v1,val,0,0
7793,SLB,ROARY DRILL,BH-098,slb_rotary_drilling_v1,train,0,0
7794,  baker  huges co ,trip in,BH-084ST1,baker_hughes_trip_in_v1,train,0,0
7795,BakerHughes,running in ole,WELL-MB-35A,baker_hughes_trip_in_v1,train,0,0
7796,Halilburton,trip in,mb-21,halliburton_trip_in_v1,test,0,0
7797,BKR,HOLE CIRCULATION,MB 6ST1,baker_hughes_circulating_v1,train,0,0
7798,halliburton co,tripping in,WELL-BH-48H,halliburton_trip_in_v1,train,0,0
7799,bkr,drilling - rotary,KG 1H,baker_hughes_rotary_drilling_v1,val,0,0
7800,HAL,Tih,AR-010H,halliburton_trip_in_v1,val,0,0
7801,Schlumberger,rotary drilling,MB-029A,slb_rotary_drilling_v1,train,0,0
7802,bakerhughes,runninp in hole,KG-36H,baker_hughes_trip_in_v1,train,0,0
7803,sbl ltd,SLIDING MODE DRILLING,NS-62,slb_slide_drilling_v1,train,0,0
7804,bakerhughes,CIRCULATING,NS-028ST1,baker_hughes_circulating_v2,test,0,0
7805,BAKER HUGHES CO,ROT DRILL,NS 13ST1,baker_hughes_rotary_drilling_v2,train,0,0
7806,Schlumbeerger,slide drilling,KG-084,slb_slide_drilling_v1,train,0,0
7807,Halliburton Co,trip-out,WELL-BH-38,halliburton_trip_out_v1,train,0,0
7808,Slbb Ltd,running in hole,BH-058A,slb_trip_in_v1,val,0,0
7809,Baker Hughes Co,circulation,WELL-KG-26,baker_hughes_circulating_v1,train,0,0
7810,BakerHughes,Hole Circulation,MB-41,baker_hughes_circulating_v1,train,0,0
7811,Hallibuton,trrip in,KG 28ST1,halliburton_trip_in_v1,val,0,0
7812,Baker Hughes Co,rotary drilling,WELL-AR-93ST1,baker_hughes_rotary_drilling_v2,train,0,0
7813,SLB Ltd,pulling out hole,WELL-MB-9H,slb_trip_out_v1,test,0,1
7814,SLB LTD,tih,ns-70,slb_trip_in_v1,train,0,0
7815,  Schlumberger ,circulation,MB-049,slb_circulating_v1,train,0,0
7816,  BakerHughes ,tirp out,NS-031,baker_hughes_trip_out_v1,train,0,0
7817,HAL,hole circulation,ns-28ST1,halliburton_circulating_v2,test,0,0
7818,Halilburton Co,FLUID CIRCULATION,NS28ST1,halliburton_circulating_v2,test,0,1
7819,SLBB Intl,  fluid  circulation ,AR-094,slb_circulating_v2,test,1,1
7820,halliburton co,rotary drill,ns-84,halliburton_rotary_drilling_v2,train,0,0
7821,  Schlumbreger ,CIRC,AR-048,slb_circulating_v2,val,0,0
7822,  SLBB  Ltd ,drilling - rotary,NS-4,slb_rotary_drilling_v2,train,0,0
7823,BakerHughes,slide drlg,NS-014A,baker_hughes_slide_drilling_v1,test,0,0
7824,Halliburton Energy Servies,rotary drillling,BH 71ST1,halliburton_rotary_drilling_v1,val,0,0
7825,Baker Hughes Co,hole lirculation,NS31,baker_hughes_circulating_v2,train,0,0
7826,Halliburton Energy Services,  sliding  mode drilling ,AR37,halliburton_slide_drilling_v1,train,0,0
7827,Schlumbergeer Ltd,Circulation,MB64,slb_circulating_v1,train,0,0
7828,schlumberger,circulating,KG84,slb_circulating_v1,train,0,0
7829,Halliburton Corp,trip in hole,WELL-AR-18,halliburton_trip_in_v1,test,1,1
7830,schlumberger ltd,Rznning In Hole,bh-28A,slb_trip_in_v1,train,0,0
7831,  Halliubrton ,circulating,BH-69A,halliburton_circulating_v1,train,0,0
7832,bkr,circulatiing,KG 20H,baker_hughes_circulating_v1,train,0,0
7833,Bakerhughes,slide drlg,WELL-NS-31,baker_hughes_slide_drilling_v1,train,0,0
7834,HALLIBURTON CO,Rih,kg-1H,halliburton_trip_in_v1,val,0,0
7835,Halliburton Energy Slrvices,rotary drlg,NS-034ST1,halliburton_rotary_drilling_v2,train,0,0
7836,Bkr,rotary drlg,ns-60A,baker_hughes_rotary_drilling_v2,train,0,0
7837,Halliburton Co,circulate,ar-70ST1,halliburton_circulating_v2,train,0,0
7838,SLB Ltd,tih,WELL-KG-86H,slb_trip_in_v1,train,0,0
7839,SLB Ltd,circulating,NS 84,slb_circulating_v2,train,0,0
7840,slb ltd,slide drilling,MB-047,slb_slide_drilling_v1,train,0,0
7841,HAL,Rotary Drill,AR84,halliburton_rotary_drilling_v2,train,0,0
